chr1	68800	69799
chr1	77200	78799
chr1	219400	219999
chr1	224000	224399
chr1	226600	227799
chr1	785400	793199
chr1	798200	801999
chr1	802200	829599
chr1	830400	859199
chr1	860200	870399
chr1	872400	876999
chr1	885000	887599
chr1	890200	901999
chr1	903400	934399
chr1	934400	939799
chr1	940600	942999
chr1	944000	954599
chr1	955600	966799
chr1	980400	1001399
chr1	1004600	1006799
chr1	1023800	1026799
chr1	1042000	1049799
chr1	1051800	1054799
chr1	1059800	1064399
chr1	1065800	1073799
chr1	1084000	1088999
chr1	1090000	1111399
chr1	1115800	1117999
chr1	1123600	1127199
chr1	1128000	1140599
chr1	1160000	1173799
chr1	1206200	1213199
chr1	1215400	1217599
chr1	1276600	1292399
chr1	1292600	1297199
chr1	1343200	1369599
chr1	1375400	1378999
chr1	1382400	1392599
chr1	1463000	1465199
chr1	1466000	1467399
chr1	1500600	1517599
chr1	1519600	1524799
chr1	1525600	1527599
chr1	1541600	1544199
chr1	1553400	1557799
chr1	1813400	1824599
chr1	1831000	1841199
chr1	1842400	1845199
chr1	1847600	1851399
chr1	1856800	1890399
chr1	1892400	1899599
chr1	1904200	1948199
chr1	1948600	1975799
chr1	2046000	2051399
chr1	2052600	2054199
chr1	2095000	2099599
chr1	2127000	2132599
chr1	2132800	2138199
chr1	2145400	2148599
chr1	2160000	2165199
chr1	2196600	2201799
chr1	2207400	2224599
chr1	2232400	2250199
chr1	2251600	2259399
chr1	2261600	2265199
chr1	2271200	2274799
chr1	2293400	2299799
chr1	2300800	2304599
chr1	2334800	2339199
chr1	2347400	2356799
chr1	2361800	2369399
chr1	2374800	2378599
chr1	2380000	2391799
chr1	2448000	2466799
chr1	2490200	2492999
chr1	2493800	2496399
chr1	2496600	2500599
chr1	2500800	2504199
chr1	2508400	2509599
chr1	2514000	2519999
chr1	2523400	2561199
chr1	2564600	2579799
chr1	2604600	2614599
chr1	2614800	2622999
chr1	2677800	2680399
chr1	2681800	2720799
chr1	2721600	2733999
chr1	2734800	2743399
chr1	2745400	2758399
chr1	2759800	2776599
chr1	2777400	2790399
chr1	2791200	2801599
chr1	2805000	2808799
chr1	2809600	2813599
chr1	2814400	2817199
chr1	2818000	2821199
chr1	2828400	2842199
chr1	2848000	2855999
chr1	2856800	2859599
chr1	2864600	2882799
chr1	2889800	2899199
chr1	2902000	2929599
chr1	2933000	2939799
chr1	2940800	2945399
chr1	2948000	2961399
chr1	2962000	2966599
chr1	2966600	2968799
chr1	2969600	2991999
chr1	2995600	3010799
chr1	3011600	3017399
chr1	3025000	3032399
chr1	3035200	3070599
chr1	3075200	3087799
chr1	3088400	3108599
chr1	3109400	3114799
chr1	3115800	3129799
chr1	3130600	3144599
chr1	3151200	3159599
chr1	3163400	3172999
chr1	3181200	3185799
chr1	3186000	3193199
chr1	3194400	3195999
chr1	3197000	3205599
chr1	3209200	3212799
chr1	3213400	3223199
chr1	3225600	3242599
chr1	3243800	3248599
chr1	3249200	3285399
chr1	3286400	3307599
chr1	3308400	3313599
chr1	3319800	3332199
chr1	3333800	3339799
chr1	3345200	3352199
chr1	3353200	3364799
chr1	3365600	3379999
chr1	3382400	3384799
chr1	3385600	3392999
chr1	3394600	3399199
chr1	3421400	3428599
chr1	3435400	3438599
chr1	3441400	3445599
chr1	3447600	3458199
chr1	3466800	3477199
chr1	3483800	3489599
chr1	3503200	3525799
chr1	3554800	3571399
chr1	3572600	3599599
chr1	3601200	3627199
chr1	3629600	3631799
chr1	3632800	3639799
chr1	3655000	3680799
chr1	3703200	3713199
chr1	3714200	3717999
chr1	3810400	3832999
chr1	3897600	3919999
chr1	3922400	3939799
chr1	3940600	3945399
chr1	3946200	3972599
chr1	3977600	4000799
chr1	4004000	4012399
chr1	4012600	4015999
chr1	4016200	4023599
chr1	4028200	4036999
chr1	4040800	4052199
chr1	4053200	4055799
chr1	4060400	4062599
chr1	4065000	4073199
chr1	4075200	4083399
chr1	4089200	4106199
chr1	4107200	4109599
chr1	4112400	4115399
chr1	4116200	4120399
chr1	4123400	4140799
chr1	4147600	4170599
chr1	4171400	4186999
chr1	4189800	4192599
chr1	4207000	4248799
chr1	4249200	4255999
chr1	4261000	4266999
chr1	4267800	4271599
chr1	4276400	4281199
chr1	4284000	4296199
chr1	4299000	4302799
chr1	4310400	4314199
chr1	4315000	4324199
chr1	4325400	4327799
chr1	4332400	4335599
chr1	4336400	4339999
chr1	4342800	4346199
chr1	4347200	4351399
chr1	4354400	4357599
chr1	4357600	4362999
chr1	4366200	4369999
chr1	4374200	4386799
