chr1	822000	824999
chr1	829000	829599
chr1	830400	831999
chr1	848300	851299
chr1	865100	868099
chr1	885000	886599
chr1	890900	893899
chr1	900100	901999
chr1	924100	927099
chr1	928900	931899
chr1	937600	939799
chr1	944100	947099
chr1	957000	959999
chr1	963700	966699
chr1	983300	986299
chr1	987600	990599
chr1	993000	995999
chr1	1004600	1006699
chr1	1042000	1042999
chr1	1046300	1049299
chr1	1061000	1063999
chr1	1068100	1071099
chr1	1084000	1085099
chr1	1106600	1109599
chr1	1097500	1100499
chr1	1124300	1127199
chr1	1130700	1133699
chr1	1137300	1140299
chr1	1344000	1346999
chr1	1350900	1353899
chr1	1359000	1361999
chr1	1386200	1389199
chr1	1464000	1465199
chr1	1466000	1466999
chr1	1500600	1501099
chr1	1523900	1524799
chr1	1525600	1526899
chr1	1541600	1542199
chr1	1553900	1556899
chr1	1813400	1813599
chr1	1819200	1822199
chr1	1831000	1831799
chr1	1839000	1841199
chr1	1864000	1866999
chr1	1916100	1919099
chr1	1970400	1973399
chr1	1964900	1967899
chr1	2046900	2049899
chr1	2053300	2054199
chr1	2095000	2097699
chr1	2127000	2127999
chr1	2133100	2136099
chr1	2198700	2201699
chr1	2220600	2223599
chr1	2211000	2213999
chr1	2234700	2237699
chr1	2241900	2244899
chr1	2334800	2335899
chr1	2336500	2339199
chr1	2448000	2448299
chr1	2449900	2452899
chr1	2497400	2500399
chr1	2508400	2509099
chr1	2514100	2517099
chr1	2564600	2565599
chr1	2573400	2576399
chr1	2694300	2697299
chr1	2745400	2748299
chr1	2749900	2752899
chr1	2793600	2796599
chr1	2858900	2859599
chr1	2975000	2977999
chr1	2983800	2986799
chr1	3001200	3004199
chr1	3066000	3068999
chr1	3061100	3064099
chr1	3076300	3079299
chr1	3080100	3083099
chr1	3088400	3090899
chr1	3093800	3096799
chr1	3123000	3125999
chr1	3127100	3129799
chr1	3152500	3155499
chr1	3298700	3301699
chr1	3359300	3362299
chr1	3396600	3399199
chr1	3421900	3424899
chr1	3435800	3438599
chr1	3443400	3445599
chr1	3515700	3518699
chr1	3524700	3525799
chr1	3503500	3506499
chr1	3555600	3558599
chr1	3570800	3571399
chr1	3578000	3580999
chr1	3583100	3586099
chr1	3589100	3592099
chr1	3572600	3573799
chr1	3677600	3680599
chr1	3703200	3703999
chr1	3827000	3829999
chr1	3965900	3968899
chr1	3986200	3989199
chr1	4004500	4007499
chr1	4261500	4264499
chr1	4561900	4564899
chr1	4613900	4616899
chr1	4694200	4697199
chr1	5289400	5290699
chr1	5648900	5651899
chr1	5652700	5655699
chr1	5694800	5697799
chr1	5752400	5755399
chr1	6130100	6133099
chr1	6161700	6164699
chr1	6183200	6183399
chr1	6187300	6190299
chr1	6219000	6219399
chr1	6227100	6230099
chr1	6230600	6233599
chr1	6242000	6244999
chr1	6374300	6375599
chr1	6401400	6404399
chr1	6429400	6432399
chr1	6441800	6444799
chr1	6446400	6449399
chr1	6405600	6408599
chr1	6436600	6439599
chr1	6421800	6424799
chr1	6466900	6469899
chr1	6472200	6475199
chr1	6478400	6481399
chr1	6595200	6595599
chr1	6597600	6598199
chr1	6726000	6728399
chr1	6731200	6733099
chr1	6734100	6737099
chr1	6758700	6761399
chr1	6916800	6919799
chr1	6950200	6953199
chr1	6944300	6947299
chr1	7109000	7111999
chr1	7217800	7220799
chr1	7229200	7232199
chr1	7530700	7533699
chr1	7613400	7616399
chr1	7630900	7633899
chr1	7661500	7664499
chr1	7651000	7653999
chr1	7686000	7688999
chr1	7734600	7737599
chr1	7752800	7753399
chr1	7884400	7886599
chr1	7922700	7925699
chr1	7914600	7915099
chr1	8007000	8009999
chr1	8102400	8105399
chr1	8108500	8110599
chr1	8134200	8137199
chr1	8193500	8196499
chr1	8198900	8201899
chr1	8206300	8209299
chr1	8299400	8302399
chr1	8404400	8406199
chr1	8409100	8412099
chr1	8407000	8407399
chr1	8420200	8420399
chr1	8683500	8686499
